Country,Departments,Subject Name Automation hub,Purpose,Benefit per company (€/per year),Benefit per company (hours saved/year),Oneshot Benefit,Automation Hub Documentation,PHASE,Status,Is it a local process or could it be deployed to all subs ?,Date submitted,Link Automation Hub,Submitter,Collaborator
POLAND,GIS SAP Support,GRP IS - SAP P2P Flow for GDANSK,"Based on the SAP VIM approval matrix, some approvers are notified by email when there is a PO to be approved. 

Attached email examples :
What user receives on personal o365 mailbox – Please approve the Purchase Order:9990000527 
What is send as reply by approver to shared mailbox (mailpodu1@lyreco.com) - A000001226943 - Approved Purchase Order9990000474 document.

Would it be possible to do the followings : 
1 - Listen actively the inbox of mailpodu1@lyreco.com
2 - Based on the email received, note the sender address (e.g. roel.derhaeg@lyreco.com) and the PO number (e.g. 9990000474)
3 - Log in the relevant SAP Environment (e.g. DU1, SU1, P0x, PER, PRD...) 
4 - Go to ME29N transaction
5 - Fill the PO number
6 - Approve the relevant line


See attached specification for more details.","€84,375.00",2700 Hours Per Year,€0.00,document,Live,In Production,"Local, and maybe Group",08/04/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/sap-p2p-flow-for-gdansk,Damian Balmas,"mathieu lison, Bruno Bastin, Josic Libert, Damian Balmas, Barbara Nobili, Magdalena FRACZKOWSKA"
SWITZERLAND,IT,CH - FIN - CoBu - Posting Payments,,"€18,000.00",,€0.00,document,Live,In Production,Local,08/02/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/ch---fin---cobu---posting-payments,Lukas Meier,Lukas Meier
ITALY,Marketplace,GRP MP - Scraper - Maison du Monde.it,Recovering information on the target sellers for the Lyreco marketplace,€0.00,,€500.00,document,Analysis,Cancelled,Local,07/28/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/grp-mp---scraper---maison-du-monde-italy,Thomas Pruvost,"Thomas Pruvost, mathieu lison, Deleted User"
GROUP,Marketing,GRP MKT - GTIN,"the team are facing a HUGE manual task of needing to upload over 50k, line by line of GTIN codes",,,,document,Analysis,Cancelled,Group,07/28/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/grp-mkt---gtin,Aline BONIN,"Aline BONIN, mathieu lison"
ITALY,Management Team,IT - CS - Order rounding - Reconciliation of Invoices with Customer Orders - Poland Bot V2,"Description

info_outline
Same process as ""PL - CS - Poland Bot V2 - Reconciliation of Invoices with Customer Orders"" Card.

The objective of this process is to check whether the price of the lyreco invoice matches that of the customer. Here are the steps to follow :
1 - You receive the order from the Customer (excel file) with the right prices  2 - SAP Z401 Transaction to generate the invoice  3 - Email received including the invoice from SAP in PDF
4 - Manual comparison total gross value between PDF invoice and Customer excel file. If it is not the same, than step 5.   5 - Invoice PDF is processed with Tabula OCR to generate an excel file 6 - Manual comparison between Customer Excel File and Tabula Excel File
7 – Creation credit note to old invoice   6 - Update (Copy / Paste) of the right prices (Gross Price, only)  7 - New ""reconciliation"" invoice is then generated manually in SAP with one line only (sum of all gross prices modified)  8 - Link between old and new invoice is made on customer id, order number and delivery note id

Expected benefit
1 - 2 FTE

Savings potential
2 - 30 orders per day, around 6 hours a day (depending on nbr of invoices per order and nbr of products per order)​ - Sponsored by Roel Derhag. Installed on existing VM (QUAL environment plugged with APIs & RFCs)
",€0.00,0 Hours Per Year,,document,Qualification,Rejected,"Local, and maybe Group",07/28/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/it---cs---poland-bot-v2---reconciliation-of-invoices-with-customer-orders,Ewa Marta LUSZPIANKO,"Ewa Marta LUSZPIANKO, mathieu lison, Dimitri Degroise"
GROUP,GIS Innovation,GRP IS - Demo Bot,The goal of this automatisation is use each possibilities of UiPath for doing a demo to the business maybe for the townhall IT,,,,document,Idea,Awaiting Review,Group,07/28/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/grp-is---demo-bot,Mickaël Guérardelle,"Laurent Silczak, mathieu lison, Josic Libert, Quentin Chastin, Bruno Bastin, Dimitri Degroise, Julian LEROY, Deleted User, Mickaël Guérardelle"
GROUP,GIS Innovation,GRP IS - Conchita Bot,"The goal of this bot is clean the virtual machine with the automatisation, temp file, one drive garbage, and another folder or file

Clean Hard Drive (in ""properties"")
Activate storage assistant (clear TEMP folder and bin on a regular basis)
Create a log file to know when the last cleaning was made
Create a log file for the Bin
Detect users accounts and identify those which take more storage than others",,,,document,Live,In Production,Group,07/28/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/grp-is---conchita-bot,Mickaël Guérardelle,"Deleted User, mathieu lison, Mickaël Guérardelle"
GROUP,GIS,GRP FIN - SAP VIM - Approval Matrix,Implement changes of Cost Centers into the Approval workflow matrix within SAP VIM on SAP EU,,,,document,Qualification,On Hold,Group,07/28/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/grp-sc---sap-vim---automatisation-matrice-approval---second-party,Barbara Nobili,"mathieu lison, Josic Libert, Damian Balmas, Barbara Nobili"
POLAND,Logistics,POL - SC - Operational report 2,"Every day we enter the data from the ZL37 transaction, we enter the number of boxes from all types of warehouse into the Excel table. An example in the PACKAGES tab Ln 2","€2,250.00",72 Hours Per Year,€0.00,document,Live,In Production,"Local, and maybe Group",07/28/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/pol---sc---operational-report-2,Jacek Imiolek,"Jacek Imiolek, Aline TURPIN"
BENELUX,Logisitics,BNL - REPLEN V2 - Suppliers Purchase Oders - Rebuild of Mass update of delivery Date,"Refacto, Simplification, standardization and optimisation of BNL REPLEN V1 project

Description
Within the context of suppliers management, it’s about automatizing the process related to delivery dates update in SAP.
1 - SUPPLIER EMAIL
2 - PDF ANALYSIS
3 - SAP UPDATE
4 - NOTIFICATIONS AND LOGS

The complete scoping of the project is in the documentation part

Expected benefit
2 hrs a day (150 to 200 orders a day for 5 people in Replenishment Team)

Savings potential
5 Mendays","€75,000.00",,€0.00,document,Live,In Production,Local,07/28/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl---replen-v2---suppliers-purchase-oders---rebuild-of-mass-update-of-delivery-date,Vincent Delhez,"Vincent Delhez, mathieu lison, Julian LEROY, Alexandre FOUCHER"
POLAND,Logistics,POL - SC - operational reports 1,"operational reports 1
Every day, we enter datas from the ZL38 transaction, we enter warehouse lines from all types of warehouse into the Excel table. An example in the WAREHOUSE LINES tab Ln 1
More information required from Jacek and Krzysztof","€2,250.00",72 Hours Per Year,€0.00,document,Live,In Production,Local,07/28/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/pol---sc---operational-reports-1,Jacek Imiolek,"Jacek Imiolek, Aline TURPIN, Julian LEROY"
POLAND,Logistics,POL - SC - Operational report 3,"Automatased way o making following raports: transaction ZL015015 we need in automatic way: customer data, delivery documents, number of packages, weight. The same for \the amount of returns from transaction ZL41. The same for datas from warehouse 125 from transaction ZL015017 (full pallets) remaining boxes that we print from transaction ZL011095 Ln 5.","€5,250.00",168 Hours Per Year,€0.00,document,Assessment,Rejected,"Local, and maybe Group",07/28/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/pl-sc---operational-report-3,Jacek Imiolek,"Jacek Imiolek, mathieu lison"
POLAND,IT,"POL - SC - Module ""automatic shelves""","Modul ""automatic shelves""
Proposal to have an automatic comparatif between the stock in the modul ""automatic shelves"" and the SAP system. Swiss has such solution
Will increase the quality of stocks and quality of orders prepared for our clients
More information required from Jacek, Stefan and Krzysztof",€937.50,30 Hours Per Year,€0.00,document,Qualification,Rejected,Local,07/28/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/pol---sc---module-automatic-shelves,Krzysztof Szewczyk,"mathieu lison, Aline TURPIN, Krzysztof Szewczyk, Grzegorz BORKOWSKI"
GROUP,IS,Converse Bot,"Create bot for the conversion file in PDF or another format of document for the limited use of deepl or another translate application.
the goal of this bot is level up the security for limited the sensitive document in the browser application",,,,document,Live,In Production,Group,07/28/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/converse-bot,Clement Pardoux,"Clement Pardoux, mathieu lison"
POLAND,FINANCE,"POL - FIN - Generating a turnover report from SAP, including exclusions of specific products","Generating a turnover report from SAP, including exclusions of specific products in a specific period.
Currently, report 26 (generated via SAP) is used to collect data on the net turnover realized on excluded products (e.g. paper, water, health and safety)
Faster calculation of the cash bonus.
More information required from Sylwia and Krzysztof.",,,,document,Assessment,On Hold,Local,07/28/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/pol---fin---generating-a-turnover-report-from-sap-including-exclusions-of-specific-products,Sylwia Dabrowska,"Sylwia Dabrowska, mathieu lison, Krzysztof Szewczyk"
POLAND,FINANCE,POL - FIN - Automatic information on whether a invoice was paid on time.,"Automatic information on whether a invoice was paid on time.
With each calculation, to calculate the bonus, it is necessary to manually verify whether the customer has paid the invoice on time. Depending on the number of invoices, the more the more time it takes.
Faster calculation of the cash bonus.
More information required from Sylwia and Krzysztof.",,,,document,Assessment,On Hold,Local,07/28/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/pol---fin---automatic-information-on-whether-a-invoice-was-paid-on-time-,Sylwia Dabrowska,"Sylwia Dabrowska, mathieu lison, Krzysztof Szewczyk"
POLAND,FINANCE,POL - FIN - Possibility of choosing NBS clients,"Possibility of choosing NBS clients.
In the reports, it is not possible to identify customers who buy only in NBS.
During transfer customers to debt collection is need manual verification if it is NBS customer or no,  the same about verification of orders on vkm1.
Quick verification of the sales department.
More information required from Sylwia and Krzysztof",,,,document,Assessment,On Hold,Local,07/28/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/pol---fin---possibility-of-choosing-nbs-clients,Sylwia Dabrowska,"Sylwia Dabrowska, mathieu lison, Krzysztof Szewczyk"
POLAND,FINANCE,POL - FIN - FEBA (accounting payments) - Setting additional invoice number formats for an invoice,"FEBA (accounting payments) - setting an additional invoice number format for an invoice in excel, e.g. 317FA/S/23 (currently there are only 256…)
Payments for excel invoices are not booked automatically, each such transfer must be booked manually
Transfers that have the same amount, account number and invoice number are automatically booked in FEBE. Unfortunately, it only considers SAP invoices.
More information required from Sylwia and Krzysztof",,,,document,Assessment,On Hold,Local,07/28/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/pol---fin---feba--accounting-payments----setting-additional-invoice-number-formats-for-an-invoice,Sylwia Dabrowska,"Sylwia Dabrowska, mathieu lison, Krzysztof Szewczyk"
POLAND,FINANCE,POL - FIN -Possibility to upload an e-card report (online payment) to SAP in the same way as payment,"Possibility to upload an e-card report (online payments/paybylink) to SAP in the same way as payments to feby.
The need to  manually book online/paybylink payments every day. No possibility to check all booked transactions, e.g. in a month, no possibility of quick analysis in SAP.
Every day, we manually book all payments made online/paybylink, while transfer payments are largely automatically booked by FEBA.
More information required from Sylwia and Krzysztof
",,,,document,Assessment,On Hold,Local,07/28/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/pol---fin--possibility-to-upload-an-e-card-report--online-payment--to-sap-in-the-same-way-as-payment,Sylwia Dabrowska,"Sylwia Dabrowska, mathieu lison, Krzysztof Szewczyk"
POLAND,FINANCE,POL - FIN - Automated reports from SAP after posting the bank statement,"Automated reports from SAP, received by e-mail in excel file on a daily basis at around 12 o'clock (after posting the bank statement). 
Mention reports concern:
1) Ageing report (named ZFDOPR10 in SAP and in a specific excel format) including current balances of all our customers with balances different than 0
2) FBL5N transaction including all customers present in  ZFDOPR10
Data from these two reports is needed to provide Sales Representatives with the current outstanding balance and open positions on their Clients' accounts on a daily basis via NIP-er.
Time saving, reports visible to all interested parties -> it takes about 40 minutes to generate both reports every day
More information required from Sylwia and Krzysztof","€21,000.00",672 Hours Per Year,€0.00,document,Qualification,On Hold,Local,07/28/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/pol---fin---automated-reports-from-sap-after-posting-the-bank-statement,Sylwia Dabrowska,"mathieu lison, Sylwia Dabrowska, Robert SADZIK, Aline TURPIN"
GROUP,Customer Experience,GRP IS - Webshop - Automate non-regression testing,Define the process,,,,document,Assessment,Postponed,Group,07/27/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/grp-is---webshop---automate-non-regression-testing,Olivier Gaudin,"Olivier Gaudin, mathieu lison, Aline TURPIN, Alexandre MALOR"
GROUP,Logistics,GRP SC - SSl & Penalities calculation,Group Supply-Chain management of SSL & Penalties Calculation,"€20,062.50",642 Hours Per Year,€0.00,document,Live,In Production,Group,07/27/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/grpscsslpenalitiescalculation,Vincent Furic,"Valerie PASTEAU, mathieu lison, Vincent Furic, Dimitri Degroise"
GROUP,Logistics,GRP SC - Grouping of data for the calculation of penalities ,"The principle is to create an Excel file as a ""Database"" to bring together the KeyPIs of each Group supplier and their Subsidiaries.
The goal is to have a summary of the data that have already been sent to suppliers and to add data from future extractions.
The purpose of the Excel file is to have an annual summary of the Keypi group suppliers",,,,document,Live,In Production,Group,07/27/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/grp-sc---grouping-of-data-for-the-calculation-of-penalities-,Valerie PASTEAU,"Valerie PASTEAU, mathieu lison, Dimitri Degroise"
NORWAY,IS,NO - SC - Supply Chain Automation,"More information required from Dennis.

It's about collecting raw data from Bring and Schenker websites and consolidate them into a dedicated PowerBI report. This by using an Azure SQL database instead of manual excel files.",,,,document,Assessment,Archived,Local,07/27/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/no---sc---supply-chain-automation,Paul Dennis Solberg,"Paul Dennis Solberg, mathieu lison"
GROUP,,GRP SC - ORDER API - Simplify returns and customer mitigation,Define the process,,,,document,Analysis,Cancelled,Group,07/27/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/grp-sc---order-api---simplify-returns-ans-customer-mitigation,Deleted User,"mathieu lison, Deleted User"
IBERIA,Finance,IBERIA - FIN - CFAC for Iberia,"Need more information from Alicia
Same process than CFAC France ? To be checked.",,,,document,Assessment,Not Started,"Local, and maybe Group",07/27/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/iberia---fin---cfac-for-iberia,Alicia GONZALEZ AMOR,"Alicia GONZALEZ AMOR, mathieu lison"
GROUP,Management Team,GRP CS - EDI Customers orders rejection in RIO ,,"€630,000.00",,€0.00,document,Qualification,Archived,Group,07/27/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/grp-cs---edi-customers-orders-rejection-in-rio-,Ewa Marta LUSZPIANKO,"Ewa Marta LUSZPIANKO, mathieu lison, Olaf Dubbert, Sinan ADIYAMAN, Luca Farina, martin loemker, Simon Bury, Adam FARRINGTON, Cecilia Plata Maresca, Quentin Chastin, Dave Wilton, Stefania Origoni, Richard Smallman"
IBERIA,Finance,IBERIA - FIN - Checking PDF invoices,"Checking PDF invoices -> 2h => 300 Mails - 10 men Days + OCR (Provider and Suppliers)
Need more information from Alicia",,,,document,Assessment,In Progress,Local,07/27/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/iberia---fin---checking-pdf-invoices,Alicia GONZALEZ AMOR,"Alicia GONZALEZ AMOR, mathieu lison"
FRANCE,Customer Experience,FR - ECOM - Setting up EDI customer accounts in SAP,Need more information from Olivier,,,,document,Assessment,Archived,"Local, and maybe Group",07/27/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/fr---ecom---setting-up-edi-customer-accounts-in-sap,Olivier Gaudin,"Olivier Gaudin, mathieu lison, Jean SION, Aline TURPIN"
FRANCE,,GRP CS - Automatic account creation USFA,"As soon as the customer is created within SAP, an email is sent to the customer care team.
The CS goes into the mailbox, collect the customer number and the VAT number.
They connect themselves to a specific database.
They input the VAT number to apply the credit check.
If the credit check are ok, CS changes the settings of the customer.
If the credit check are ko, an email is transferred to the credit department to have a deeper control.",,,,document,Solution Design,Cancelled,Group,07/27/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/grp-cs---automatic-account-creation-usfa,Deleted User,"mathieu lison, Deleted User"
BENELUX,Customer Service,BNL - SC - Teleworking Purchase budget,Need more information from Sabine,,,,document,Assessment,Archived,Local,07/27/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl---sc---teleworking-purchase-budget,Sabine Reusch,"Sabine Reusch, mathieu lison"
ITALY,Marketplace,GRP MP - Scraper LeroyMerlin.it,"scraper for marketplace BD's, they want find the seller with sustainable category product ",€0.00,,€500.00,document,Assessment,Archived,Local,07/27/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/grp-mp---scraper-rscomponents-it,Thomas Pruvost,"Thomas Pruvost, mathieu lison, Josic Libert"
BENELUX,Customer Service,BNL - SC - Posting customer invoice external customer portal,Need more information from Sabine,,,,document,Qualification,Rejected,Local,07/27/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/posting-customer-invoice-external-customer-portal,Sabine Reusch,"Sabine Reusch, mathieu lison"
GERMANY,IT,GER - CC - Delisting Article Aternative List,"The product range by Lyreco is based on customer needs. Due to market trends the status of products have to be changed dynamically. The products with a low sales rate must be delist from the webshop. Delisted articles can not be ordered by customers. 

There are many status for products. In this case we focus on status 98 and 99. Status 99 includes the products which have to be delisted from webshop. Ideally it should be delisted immediately, but the reference of the amount of the stock items is important. As soon as the stock item amount is NULL than the status 99 will change into status 98 what means that the product is delisted from the webshop.

It is important to link an alternative product for the delisted product. Therefore SAP make possible to refer a productnumber of an alternative product. 

The objective is to reduce the backorder rate. In addition the cancel rate of order will be reduced. ","€18,000.00",576 Hours Per Year,€0.00,document,Live,In Production,Local,07/17/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/ger---delist-article,Sinan Adiyaman,Sinan Adiyaman
FRANCE,Marketing,FR - MKT - UPDATE PURCHASE PRICE,Update purchasing pricing information in SAP,"€81,375.00",2604 Hours Per Year,€0.00,,Qualification,Rejected,"Local, and maybe Group",07/10/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/fr---mkt---update-purchase-price,Delphine Lorthioir,"mathieu lison, Delphine Lorthioir, Florine Tison"
BENELUX,IT,BNL - FI - Marketing Funds,"Request from the local Finance (Accounting) department in Benelux.

The request entails keying in invoices in SAP transaction 'FB01' and sending duplicates using SAP transaction 'ZV031022'.
Our local Finance department, more specifically the Accounting team, generates invoices for Marketing funds by keying in the invoice details in SAP transaction 'FB01'. This process needs to be repeated on a 'per invoice' level basis, which generates a lot of manual repetitive workload. Once all invoices have been keyed in, a duplicate needs to be sent to the local colleagues. This is done using the 'ZV031022' transaction. Previously this entire process was done manually, but a request was made to create an RPA-enhanced solution for it.

The UiPath workflow will read an Excel file that contains all the data that is relevant to keying in the invoice details in the 'FB01' transaction. The data is saved in a virtual data table before moving to the SAP transaction. The invoice details are keyed in SAP, and the result of the invoice will be saved in the virtual data table as well. Once all invoices have been processed, the results will be exported to the Excel file again, which will be re-uploaded to Sharepoint.
Afterwards a duplicate of each processed invoice will be sent to the local FI colleagues, using the 'ZV031022' SAP transaction.

The process is ready for unattended use on a VM using the O365 connector and package. The process will be triggered weekly or twice per month.","€16,875.00",,€0.00,,Live,In Production,"Local, and maybe Group",06/30/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl-fi-marketing-funds,Wouter Herrrygers,Wouter Herrrygers
BENELUX,IT,BNL - MKT - BEP Data Split,"Request from the local Products & Services (Marketing) department in Benelux.

The request entails splitting consolidated data on a 'per supplier basis' and contacting the supplier to complete their file.
On a periodical basis our colleagues from Group Marketing will send our local Marketing department a list of suppliers that need to send a credit note for specific rebates in the back-end program (BEP). These files need to be split up per supplier so that the supplier can be sent a file that only contains the lines that are relevant to their rebates. This used to be a fully manual process, but the request was made to automate this using an RPA-enhanced solution.

The UiPath workflow will read the consolidated Excel file that has been saved in a specific Sharepoint folder and store all the lines in a virtual data table. Subsequently the data table will be split per supplier and saved in a separate new Excel file, using a specific template as base. Processed 'per supplier' files will be saved in a specific folder so that a follow-up script can use these files to actually send the request to the supplier, while including the file as an attachment.

The process is ready for unattended use on a VM using the O365 connector and package. The process will be triggered periodically, depending on the frequency at which our local MKT department will receive a new batch file from Group.","€25,312.50",,€0.00,,Live,In Production,Local,06/30/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl-mkt-bep-data-split,Wouter Herrrygers,"Jorien Peeters, Wouter Herrrygers"
BENELUX,IT,BNL - MKT - GTIN Data Merge,"Request from the local Products & Services (Marketing) department in Benelux.
The request entails the consolidation of data that is being sent by suppliers. On a 'per subsidiary' basis, all the suppliers of Lyreco have been contacted to send information regarding missing/inaccurate GTIN/EAN codes. The supplier has received a request with an Excel file that is tailored to them based on their aticles that are currently in our assortment.
A large amount of files are received by the local marketing department, which need to be consolidated.
Rather than doing this manually, a request was made for a (relatively small) RPA solution that would cover this need automatically.

The UiPath workflow will read all Excel files that have been received in a specific Sharepoint folder and store all the lines in a virtual data table. Subsequently the full data table will be appended to the consolidated file, so that the consolidated file always contains all the received information, without users having to manually complete it. Processed files will be saved in a separate folder and the processing date will also be noted on a line level basis in the main file. Doing this, it will be easy to find out which lines correspond to which file per supplier.

The process is ready for unattended use on a VM using the O365 connector and package. The process runs once per day using a scheduled trigger in the UiPath Orchestrator environment.","€18,750.00",,€0.00,,Live,In Production,"Local, and maybe Group",06/30/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl-gtin-data-merge,Wouter Herrrygers,"Jorien Peeters, Wouter Herrrygers"
FRANCE,IS,Bouton SST,"We have connected buttons (22) throughout the building.
The feed is used to alert the SSTs if the button is clicked.","€2,250.00",,€0.00,,Qualification,Rejected,"Local, and maybe Group",06/29/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bouton-sst,Baptiste DHAUSSY,Baptiste DHAUSSY
WISE,WYZE,WISE - IS - SAP Password Reset,"Looking at creating an automated SAP Password BOT.

This is to help out of hours, for our NDC and in early morning for Customer Services or even for weekend overtimers.

As we now have SAP Accounts and one of the them being WISEGISIBOT (the IS one) we can get this bot to log in and reset the password.

Password - Looking at two lists of random words and putting them together with a number at the end e.g Sunglasses-cup-23
(The number of possibilities for a password generator to make a password from 2 piles of 100 words is 1.606938e+60 which is equivalent to 1606938044258990275541962092341162602522202993782792835301376. - From Bing AI)

Authorisation - Would be a Microsoft form that is filled in and trigger the SAP Password reset. The username will come from the form and also approval automatically as it has come from their account.

This would also email ServiceDesk on changes as well for Auditing purposes. This is to give a better customer services to our end users.","€37,500.00",1200 Hours Per Year,€0.00,,Live,In Production,"Local, and maybe Group",06/16/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/wise---is---sap-password-reset,John Davies,John Davies
GERMANY,IT,GER - SAL - Daily Offer Booking ,"Sales department sets via offer tool daily offer prices for specific customer. The offer is valid for a certain period of time. In addition the objective is to reach more sales volume. Attractive prices provide an incentive for a purchase. Moreover there will be even less price differences that must be control from products & services. 

The prices are maintained in SAP. ","€24,000.00",768 Hours Per Year,€0.00,,Live,In Production,Local,06/09/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/ger---daily-offer-with-vk11-in-sap,Sinan Adiyaman,"Sinan Adiyaman, Reiner FRITSCH"
BENELUX,IT,BNL - MKT - ISF DataQuality Split,"Oneshot request from the local Products & Services (Marketing) department in Benelux.
Specifically for the customers who order products from the 'Industrial' main category a ""Data quality historical clean up"" will be done. A consolidated file was created but this needs to be split up for roughly 2K customers.

Previously this was done using an Excel based VB macro, but this no longer serves its purpose. Instead a request was made for a oneshot RPA-enhanced solution, which has been developed in the UiPath Studio environment.

The UiPath workflow will read the consolidated Excel file and store all the lines in a virtual data table. Subsequently the table will be filtered per responsible PPE Account manager so that a folder can be created per responsible account manager in a designated Sharepoint environment. Afterwards for each unique account manager a separate file will be created per unique customer. This will be done in the folder that was specifically created for this account manager in the previous steps.
Doing this the result will be a dedicated subfolder per unique responsible account manager, containing a separate file for each of their unique customers.

The process is ready for unattended use on a VM using the O365 connector and package. The process will be used for a One Shot request in the beginning of June 2023.",€0.00,,€0.00,,Live,In Production,Local,06/02/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnl-isf-dataquality-split,Wouter Herrrygers,Wouter Herrrygers
BENELUX,IT,BNL - MKT/Supply Blocked Invoices Prepare Workfile [BI2.0],"On a weekly basis the Demand & Supply team generates a SAP report containing all the invoices that are currently blocked for payment due to one or multiple lines with a price difference between the invoiced price and the info record price in our SAP system.
Previously, one colleague from the local Marketing department would use an Excel macro and multiple SAP transactions (ZL59 / ZM60 / etc.) to gather relevant information related to these lines with a price block. This information would be added to the Excel file and transformed into a version that is considered 'ready for treatment' for the Marketing Officers and Product Managers, who complete the file to indicate whether a line can be released or not.

On a weekly basis this process amounts to three hours of manual workload for one person. This can vary depending on the amount of lines present in the file, and the amount of data that is missing in the SAP exports.

The automation that was created for this process does not use any of the previously mentioned SAP transactions. Instead, it will gather all the required information in the SE16 Data table transaction. The script will access multiple tables for different purposes, such as:
RBKP - Invoice Header data
EKKO - Purchase Order data
EKPO - Purchase Line data
MARA - Product Hierarchy
T179 - Product Section description
EINE - Responsible Purchasing Group
T024 - Purchasing Group Description
MBEW - Info Record Price
After gathering this data in SAP, the results will be exported to the Excel file and properly formatted so that the end result is ""ready for processing"" by the local Marketing colleagues.

The process is ready for Unattended use on a VM, and is currently live.","€5,625.00",,€0.00,,Live,In Production,Local,06/02/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/bnlmktsupplyblockedinvoicesprepareworkfilebi20,Wouter Herrrygers,"Jorien Peeters, Wouter Herrrygers"
GROUP,Customer Service,GRP - CS - Back Order Management - PILOT COUNTRIES,"Extract BOs (Existing & New) from SAP, Analysis of the non-delivered products and communication to the customers
Pilot countries : Italy, Denmark, Benelux, CASH","€603,750.00",19320 Hours Per Year,€0.00,"UiPath - Lyreco - BackOrder - SDD -EN.docx,PCSO012 - Back order Management - Operational Procedures - 20160607.docx",Live,In Production,Group,06/02/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/grp---cs---back-order-managment-by-professionnal-services-uipath,Cecilia Plata Maresca,"Cecilia Plata Maresca, mathieu lison, Quentin Chastin"
WISE,WYZE,WISE  - QSS -  COSHH Split Documents,"This is a PDF Splitter automation for QSS.
Splits down a full PDF documentation to 2-3 page PDF and rename.

This process is a lot quicker to do then have to do manually as there is between 50-900 Products to make into SDS (Safety Data Sheets) files.",,,,,Development,In Progress,"Local, and maybe Group",05/09/2023,https://cloud.uipath.com/lyrecomanagement/DefaultTenant/automationhub_/automation-profile/wise-is---coshh-split-documents,John Davies,John Davies
